cat,longitude,latitude,species,hemisphere,grid,grid_long,grid_lat,region,region_close,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
1720,15.53721,56.20091,canescens,NH,21117,15.75,56.25,4,4,75.1515151515152,62.5151515151515,25.3636363636364,6461,209.454545454545,-32,241.454545454545,153.939393939394,19.1818181818182,160.060606060606,-3.93939393939394,556.727272727273,63.7272727272727,32.6363636363636,20.969696969697,176.727272727273,100.636363636364,161.121212121212,126.969696969697
1721,15.2782,56.2117,canescens,NH,21116,15.25,56.25,4,4,73.9,63.5666666666667,25.9333333333333,6398.03333333333,208.033333333333,-32.4,240.433333333333,151.866666666667,18.8,158.333333333333,-4.16666666666667,582.133333333333,65.5666666666667,33.9666666666667,20.3333333333333,181.366666666667,106.033333333333,165.6,135.9
1722,12.85728,56.24646,canescens,NH,21111,12.75,56.25,,4,76.4117647058823,62.7352941176471,25.2352941176471,6334.64705882353,199.970588235294,-44.6176470588235,244.588235294118,152.147058823529,20.7352941176471,159.088235294118,-0.735294117647059,706.117647058824,77.4411764705882,34.8529411764706,24.1764705882353,226.882352941176,119.382352941176,210.882352941176,147.323529411765
1723,-120.85,56.25,canescens,NH,20986,-120.75,56.25,2,2,15.8055555555556,104.916666666667,24.4444444444444,11062.9722222222,218.694444444444,-201.027777777778,419.722222222222,147.583333333333,-46.25,147.583333333333,-133.527777777778,470.5,76.25,20.7222222222222,45.0833333333333,203.305555555556,69.5833333333333,203.305555555556,83.9444444444444
1724,14.38434,56.26674,canescens,NH,21114,14.25,56.25,4,4,73.1388888888889,63.7777777777778,26.3055555555556,6301.55555555556,204.138888888889,-34.0555555555556,238.194444444444,148.944444444444,18.8888888888889,156.277777777778,-3.58333333333333,640.805555555556,72.3055555555556,36.4722222222222,20.9444444444444,199.138888888889,113.888888888889,185.055555555556,151
1725,14.0463,56.27896,canescens,NH,21114,14.25,56.25,4,4,73.1388888888889,63.7777777777778,26.3055555555556,6301.55555555556,204.138888888889,-34.0555555555556,238.194444444444,148.944444444444,18.8888888888889,156.277777777778,-3.58333333333333,640.805555555556,72.3055555555556,36.4722222222222,20.9444444444444,199.138888888889,113.888888888889,185.055555555556,151
1726,-94.41667,56.28333,canescens,NH,21039,-94.25,56.25,2,2,-43.75,106.305555555556,20,14248.2777777778,210.166666666667,-307.75,517.916666666667,117.694444444444,-213.25,130.861111111111,-236.055555555556,479.055555555556,73.5555555555556,16,48.7222222222222,203.5,52.8055555555556,200.5,58.25
1727,10.54861,56.28639,canescens,NH,21108,10.75,56.25,4,4,77.28,64.52,26.28,5981.36,199.6,-41.24,240.84,148.72,22.52,154.56,2.16,577.24,60.92,29.68,22.12,178.92,99.16,166.2,106.96
1728,13.69497,56.29731,canescens,NH,21113,13.75,56.25,4,4,72,63.9444444444444,26.3333333333333,6283,201.444444444444,-37.3055555555556,238.75,147.055555555556,17.75,154.75,-4.41666666666667,719.277777777778,77.3055555555556,40.2777777777778,21.4722222222222,221.361111111111,127.138888888889,206.444444444444,172.833333333333
1729,13.0899,56.3074,canescens,NH,21112,13.25,56.25,4,4,73.0833333333333,63.7777777777778,26.0555555555556,6281.08333333333,200.222222222222,-39.8888888888889,240.111111111111,147.611111111111,18.4444444444444,155.5,-3.25,761.805555555556,80.7222222222222,40.9166666666667,22.7222222222222,237.194444444444,132.555555555556,220.694444444444,180.444444444444
1730,13.31645,56.30765,canescens,NH,21112,13.25,56.25,4,4,73.0833333333333,63.7777777777778,26.0555555555556,6281.08333333333,200.222222222222,-39.8888888888889,240.111111111111,147.611111111111,18.4444444444444,155.5,-3.25,761.805555555556,80.7222222222222,40.9166666666667,22.7222222222222,237.194444444444,132.555555555556,220.694444444444,180.444444444444
1731,-95.1,56.33333,canescens,NH,21037,-95.25,56.25,2,2,-41.7777777777778,108.972222222222,20,14278.0277777778,213.972222222222,-307.25,521.222222222222,124.777777777778,-210.444444444444,133.083333333333,-234.611111111111,478.666666666667,74.6388888888889,16.1111111111111,48.6944444444444,202.555555555556,53.7777777777778,201.861111111111,58.6944444444444
1732,-101.03833,56.34806,canescens,NH,21025,-101.25,56.25,2,2,-30.6944444444444,111.722222222222,20.9166666666667,14193.6944444444,218.722222222222,-304.416666666667,523.138888888889,141.75,-161.916666666667,141.75,-222.638888888889,502.388888888889,73.0833333333333,16.8611111111111,48.4166666666667,213.388888888889,61.0833333333333,213.388888888889,72.6388888888889
1733,15.91573,56.40107,canescens,NH,21117,15.75,56.25,4,4,75.1515151515152,62.5151515151515,25.3636363636364,6461,209.454545454545,-32,241.454545454545,153.939393939394,19.1818181818182,160.060606060606,-3.93939393939394,556.727272727273,63.7272727272727,32.6363636363636,20.969696969697,176.727272727273,100.636363636364,161.121212121212,126.969696969697
1734,15.54308,56.40983,canescens,NH,21117,15.75,56.25,4,4,75.1515151515152,62.5151515151515,25.3636363636364,6461,209.454545454545,-32,241.454545454545,153.939393939394,19.1818181818182,160.060606060606,-3.93939393939394,556.727272727273,63.7272727272727,32.6363636363636,20.969696969697,176.727272727273,100.636363636364,161.121212121212,126.969696969697
1735,12.63335,56.42528,canescens,NH,21111,12.75,56.25,,4,76.4117647058823,62.7352941176471,25.2352941176471,6334.64705882353,199.970588235294,-44.6176470588235,244.588235294118,152.147058823529,20.7352941176471,159.088235294118,-0.735294117647059,706.117647058824,77.4411764705882,34.8529411764706,24.1764705882353,226.882352941176,119.382352941176,210.882352941176,147.323529411765
1736,15.15489,56.51425,canescens,NH,20689,15.25,56.75,4,4,65.4722222222222,69.8055555555556,27.1388888888889,6578.94444444444,206.888888888889,-46.0277777777778,252.916666666667,143.833333333333,10.5,152.194444444444,-15.6666666666667,615.888888888889,69.9444444444444,36.1666666666667,20.0555555555556,193.805555555556,111.583333333333,180.388888888889,142.361111111111
1737,13.1516,56.5157,canescens,NH,20685,13.25,56.75,4,4,68.4166666666667,67.5555555555556,26.5555555555556,6410.5,200.666666666667,-48.8888888888889,249.555555555556,143.555555555556,27,152.805555555556,-10.0833333333333,892.611111111111,93.6666666666667,49.1388888888889,23.0277777777778,273.888888888889,156.277777777778,252.305555555556,219.472222222222
1738,-101.03083,56.51806,canescens,NH,20600,-101.25,56.75,2,2,-36.9166666666667,106.361111111111,19.75,14407.0555555556,213.888888888889,-308.888888888889,522.777777777778,132.916666666667,-208.777777777778,139.361111111111,-230.916666666667,488.277777777778,73.8611111111111,16.4444444444444,48.6666666666667,207,58.5555555555556,206.527777777778,66.75
1739,14.81226,56.52945,canescens,NH,20688,14.75,56.75,4,4,66.2222222222222,72.5833333333333,27.8055555555556,6604.16666666667,208.972222222222,-46.8888888888889,255.861111111111,143.944444444444,12.25,153.083333333333,-15.7222222222222,647.527777777778,72.9722222222222,36.6111111111111,20.7222222222222,203.527777777778,115.055555555556,189.138888888889,149.833333333333
1740,13.3452,56.5377,canescens,NH,20685,13.25,56.75,4,4,68.4166666666667,67.5555555555556,26.5555555555556,6410.5,200.666666666667,-48.8888888888889,249.555555555556,143.555555555556,27,152.805555555556,-10.0833333333333,892.611111111111,93.6666666666667,49.1388888888889,23.0277777777778,273.888888888889,156.277777777778,252.305555555556,219.472222222222
1741,13.9177,56.56182,canescens,NH,20686,13.75,56.75,4,4,66.3611111111111,69.6111111111111,27.2777777777778,6446.94444444444,202.277777777778,-48.4444444444444,250.722222222222,141.972222222222,11.8333333333333,151.194444444444,-12.9722222222222,791.833333333333,83.6111111111111,44.4722222222222,21.8611111111111,244.25,139.694444444444,225.75,191.027777777778
1742,16.4599,56.5771,canescens,NH,20691,16.25,56.75,4,4,74.6857142857143,64.4571428571429,25.5428571428571,6574.71428571429,212.657142857143,-35.2857142857143,247.942857142857,154.171428571429,17.9714285714286,161.257142857143,-5.88571428571429,509.8,60.6,29.9428571428571,21.8285714285714,165.828571428571,91.3142857142857,153.314285714286,114.028571428571
1743,14.5166,56.6501,canescens,NH,20688,14.75,56.75,4,4,66.2222222222222,72.5833333333333,27.8055555555556,6604.16666666667,208.972222222222,-46.8888888888889,255.861111111111,143.944444444444,12.25,153.083333333333,-15.7222222222222,647.527777777778,72.9722222222222,36.6111111111111,20.7222222222222,203.527777777778,115.055555555556,189.138888888889,149.833333333333
1744,16.14861,56.65046,canescens,NH,20691,16.25,56.75,4,4,74.6857142857143,64.4571428571429,25.5428571428571,6574.71428571429,212.657142857143,-35.2857142857143,247.942857142857,154.171428571429,17.9714285714286,161.257142857143,-5.88571428571429,509.8,60.6,29.9428571428571,21.8285714285714,165.828571428571,91.3142857142857,153.314285714286,114.028571428571
1745,12.85624,56.67334,canescens,NH,20684,12.75,56.75,4,4,74,65.8518518518518,25.6666666666667,6439.85185185185,202.703703703704,-49.0740740740741,251.777777777778,146.407407407407,18.037037037037,158.481481481481,-4.81481481481481,818.259259259259,90.1851851851852,41.1111111111111,25.3333333333333,262.407407407407,136.222222222222,239.703703703704,185.037037037037
1746,15.93334,56.73769,canescens,NH,20690,15.75,56.75,4,4,68.5277777777778,66.6111111111111,26.1388888888889,6565.11111111111,207.861111111111,-41.8888888888889,249.75,147.361111111111,12.5,154.972222222222,-12.0833333333333,570.444444444444,65.9444444444444,34.3611111111111,20.3611111111111,181.333333333333,104,168.888888888889,130.222222222222
1747,14.9289,56.7409,canescens,NH,20688,14.75,56.75,4,4,66.2222222222222,72.5833333333333,27.8055555555556,6604.16666666667,208.972222222222,-46.8888888888889,255.861111111111,143.944444444444,12.25,153.083333333333,-15.7222222222222,647.527777777778,72.9722222222222,36.6111111111111,20.7222222222222,203.527777777778,115.055555555556,189.138888888889,149.833333333333
1748,13.68347,56.7678,canescens,NH,20686,13.75,56.75,4,4,66.3611111111111,69.6111111111111,27.2777777777778,6446.94444444444,202.277777777778,-48.4444444444444,250.722222222222,141.972222222222,11.8333333333333,151.194444444444,-12.9722222222222,791.833333333333,83.6111111111111,44.4722222222222,21.8611111111111,244.25,139.694444444444,225.75,191.027777777778
1749,-158.101741,56.77444612,canescens,NH,20522,-158.25,56.75,2,2,16.8611111111111,62.3888888888889,26.4722222222222,5984.47222222222,136.722222222222,-94.7777777777778,231.5,69.6111111111111,-39.6388888888889,96.3333333333333,-53.5555555555556,529.333333333333,69.1944444444444,25.6111111111111,34.6388888888889,200.972222222222,85.9722222222222,189.194444444444,98.3055555555556
1750,13.04269,56.78982,canescens,NH,20685,13.25,56.75,4,4,68.4166666666667,67.5555555555556,26.5555555555556,6410.5,200.666666666667,-48.8888888888889,249.555555555556,143.555555555556,27,152.805555555556,-10.0833333333333,892.611111111111,93.6666666666667,49.1388888888889,23.0277777777778,273.888888888889,156.277777777778,252.305555555556,219.472222222222
1751,-103.61667,56.8,canescens,NH,20595,-103.75,56.75,2,2,-25.2777777777778,107.916666666667,20.9444444444444,13817.0555555556,217.194444444444,-289.444444444444,506.638888888889,142.444444444444,-186,142.444444444444,-212.833333333333,512.916666666667,82.6666666666667,19.2777777777778,48.3611111111111,218.861111111111,65.2777777777778,218.861111111111,68.9722222222222
1752,-88.867,56.8,canescens,NH,20625,-88.75,56.75,2,2,-52.3846153846154,95,19,13845.8076923077,188.346153846154,-309.846153846154,498.192307692308,109.653846153846,-224.038461538462,117.115384615385,-236.961538461538,459.346153846154,69.4230769230769,14,50.2692307692308,197.576923076923,49.5,188.846153846154,54.0384615384615
1753,-132.96667,56.81667,canescens,NH,20537,-132.75,56.75,,2,47.3333333333333,70.0555555555556,29.8611111111111,5550.33333333333,169.75,-61.25,231,51.8055555555556,84.1388888888889,118.944444444444,-22.4722222222222,2011.47222222222,312.694444444444,99.3055555555556,35.2777777777778,749.805555555556,325.416666666667,370.833333333333,530.861111111111
1754,-101.0754558,56.82495051,canescens,NH,20600,-101.25,56.75,2,2,-36.9166666666667,106.361111111111,19.75,14407.0555555556,213.888888888889,-308.888888888889,522.777777777778,132.916666666667,-208.777777777778,139.361111111111,-230.916666666667,488.277777777778,73.8611111111111,16.4444444444444,48.6666666666667,207,58.5555555555556,206.527777777778,66.75
1755,-154.2307,56.8804,canescens,NH,20528,-154.25,56.75,,2,42.44,60.68,29,5230.24,155.48,-51.04,206.52,50.2,-1.56,112.96,-18.64,1148.6,128.08,71.52,19.68,359.24,233.04,295.64,300.88
1756,14.56716,56.90091,canescens,NH,20688,14.75,56.75,4,4,66.2222222222222,72.5833333333333,27.8055555555556,6604.16666666667,208.972222222222,-46.8888888888889,255.861111111111,143.944444444444,12.25,153.083333333333,-15.7222222222222,647.527777777778,72.9722222222222,36.6111111111111,20.7222222222222,203.527777777778,115.055555555556,189.138888888889,149.833333333333
1757,14.7404,56.9071,canescens,NH,20688,14.75,56.75,4,4,66.2222222222222,72.5833333333333,27.8055555555556,6604.16666666667,208.972222222222,-46.8888888888889,255.861111111111,143.944444444444,12.25,153.083333333333,-15.7222222222222,647.527777777778,72.9722222222222,36.6111111111111,20.7222222222222,203.527777777778,115.055555555556,189.138888888889,149.833333333333
1758,14.00551,56.92602,canescens,NH,20687,14.25,56.75,4,4,65.6666666666667,71.25,27.6944444444444,6515.52777777778,205,-47.9166666666667,252.916666666667,142.166666666667,11.4444444444444,151.166666666667,-15,699.638888888889,77.5277777777778,39.3055555555556,21.25,219.083333333333,123.305555555556,203.027777777778,163.694444444444
1759,-92.3,57,canescens,NH,20618,-92.25,56.75,2,2,-51.9166666666667,97.2222222222222,18.9444444444444,14114.2777777778,194.916666666667,-311.388888888889,506.305555555556,112.138888888889,-223.916666666667,120.972222222222,-240.972222222222,468.361111111111,68.5,15,47.6111111111111,196.194444444444,51.9166666666667,189.472222222222,56.0833333333333
1760,15.63445,57.00435,canescens,NH,20258,15.75,57.25,4,4,65.5,70.4444444444444,26.75,6676.08333333333,209.805555555556,-48.5833333333333,258.388888888889,144.833333333333,9.11111111111111,153.694444444444,-16.6666666666667,577.027777777778,66.2777777777778,33.6944444444444,20.6944444444444,184.361111111111,103.916666666667,173.75,130.305555555556
1761,16.2448,57.0373,canescens,NH,20259,16.25,57.25,4,4,71,66.9722222222222,25.9166666666667,6647.16666666667,212.694444444444,-41.2777777777778,253.972222222222,150.75,13.9166666666667,158.916666666667,-10.3055555555556,527,60.9166666666667,29.4166666666667,21.8055555555556,169.861111111111,93.4722222222222,158.861111111111,117.583333333333
1762,-135.25,57.04,canescens,NH,20102,-135.25,57.25,2,2,42.0285714285714,67.2285714285714,33.0285714285714,4698.71428571429,149.857142857143,-50.9714285714286,200.828571428571,49.6285714285714,70.3428571428571,104.028571428571,-12.8571428571429,2133.34285714286,322.028571428571,92.6857142857143,36.2285714285714,805.771428571429,324.028571428571,477.342857142857,559.857142857143
1763,15.0582,57.0628,canescens,NH,20257,15.25,57.25,4,4,60.4722222222222,74.2777777777778,27.7777777777778,6707.52777777778,207.25,-55.5833333333333,262.833333333333,139.333333333333,5.08333333333333,149.027777777778,-22.5555555555556,621.416666666667,71.2777777777778,35.9166666666667,21.25,199.277777777778,110.166666666667,186.861111111111,139.861111111111
1764,-153.27169,57.10717,canescens,NH,20098,-153.25,57.25,2,2,32.9411764705882,59.9411764705882,29.5588235294118,5031.52941176471,146.235294117647,-53.2352941176471,199.470588235294,39.4411764705882,12.4705882352941,102.147058823529,-22.5588235294118,1402.55882352941,147.882352941176,83.9117647058823,18.1176470588235,419.147058823529,293.147058823529,341.264705882353,379.147058823529
1765,12.24157,57.11442,canescens,NH,20251,12.25,57.25,4,4,74.2068965517241,65.6206896551724,25.3448275862069,6606.8275862069,202.51724137931,-51.2758620689655,253.793103448276,109.068965517241,18.1724137931034,160,-7.68965517241379,817.48275862069,88.2068965517241,43.1379310344828,24.6551724137931,259.034482758621,137.586206896552,224.48275862069,193.758620689655
1766,14.56332,57.12067,canescens,NH,20256,14.75,57.25,4,4,59.7222222222222,77.1388888888889,28.4444444444444,6728.05555555556,207.611111111111,-58.5277777777778,266.138888888889,137.833333333333,5.08333333333333,147.944444444444,-24.3055555555556,652.555555555556,74.2777777777778,36.1666666666667,21.6944444444444,209.972222222222,113.277777777778,195.25,145.777777777778
